id,name,slug,logoUrl,coverUrl,description,province,city,type,websiteUrl,admissionUrl,ranking,establishedYear,phone,email,isFeatured,isActive,createdAt,updatedAt,isHecRecognized
clx09aaf534ab037cd0e252,National University of Technology,national-university-of-technology,,,,Islamabad,Islamabad,PUBLIC,https://nutech.edu.pk,https://nutech.edu.pk/admission,,,,,FALSE,TRUE,06:52.8,06:52.8,TRUE
clx0ab6a4bbe2bd42ad450d,"Bahria University (BU), Islamabad",bahria-university-bu-islamabad,,,,Islamabad,Islamabad,PUBLIC,https://bahria.edu.pk,https://admissions.bahria.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0af5dfc955e5567c9408,"Sindh Agriculture University, Tandojam",sindh-agriculture-university-tandojam,,,,Sindh,Tandojam,PUBLIC,https://sau.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0cb77a04ab3b60233515,University of Mianwali,university-of-mianwali,,,,Punjab,Mianwali,PUBLIC,https://uom.edu.pk,NULL,,,,,FALSE,TRUE,07:32.6,07:32.6,TRUE
clx0e35390849d423f683b2,"Hyderabad Institute of Arts, Science, and Technology (HIAST), Hyderabad",hyderabad-institute-of-arts-science-and-technology-hiast-hyderabad,,,,Sindh,Hyderabad,PRIVATE,https://hiast.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0e4a8d28736b840bb10b,Government College University Hyderabad,government-college-university-hyderabad,,,,Sindh,Hyderabad,PUBLIC,https://gcuh.edu.pk,NULL,,,,,FALSE,TRUE,07:49.4,07:49.4,TRUE
clx0e8035ac0cdbc3dd2311,"University of Sindh, Mirpur Khas campus",university-of-sindh-mirpur-khas-campus,,,,Sindh,Mirpur Khas,PUBLIC,https://usindh.edu.pk,https://admissions.usindh.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0e841bfe3d02e968f035,"Liaquat University of Medical and Health Sciences (LUHMS), Jamshoro",liaquat-university-of-medical-and-health-sciences-luhms-jamshoro,,,,Sindh,Jamshoro,PUBLIC,https://lumhs.edu.pk,https://admissions.lumhs.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0e96e2d24afac482670c,"COMSATS University Islamabad, Attock",comsats-university-islamabad-attock,,,,Punjab,Attock,PUBLIC,https://comsats.edu.pk,https://admissions.comsats.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0f0e31230c2546326662,"Government College University Faisalabad (GCUF), Layyah",government-college-university-faisalabad-gcuf-layyah,,,,Punjab,Layyah,PUBLIC,https://hyderabad,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0f1267039afb8baf49e2,"Minhaj University, Lahore",minhaj-university-lahore,,,,Punjab,Lahore,PRIVATE,https://mul.edu.pk,NULL,,,,,FALSE,TRUE,07:14.8,07:14.8,TRUE
clx0f1df53f3e857cb7de4b,"Shaheed Benazir Bhutto University of Veterinary and Animal Sciences, Nawabshah",shaheed-benazir-bhutto-university-of-veterinary-and-animal-sciences-nawabshah,,,,Sindh,Nawabshah/Benazirabad,PUBLIC,https://uvas.edu.pk,https://admissions.uvas.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0f6392c4469a1fa8c8a5,"Riphah International University, Faisalabad",riphah-international-university-faisalabad,,,,Punjab,Faisalabad,PRIVATE,https://riphah.edu.pk,https://admission.riphah.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0f7d2ed95f25a6e4ef33,"National University of Computer and Emerging Sciences (FAST NUCES), Peshawar",national-university-of-computer-and-emerging-sciences-fast-nuces-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://nu.edu.pk,https://admissions.nu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx0f802f3dbdbb69768372,Qarshi University,qarshi-university,,,,Punjab,Lahore,PRIVATE,https://qu.edu.pk,NULL,,,,,FALSE,TRUE,07:16.1,07:16.1,TRUE
clx0fb601cf09f6ec8440a5,University of Gujrat,university-of-gujrat,,,,Punjab,Gujrat,PUBLIC,https://uog.edu.pk,https://admission.uog.edu.pk,,,,,FALSE,TRUE,07:25.6,07:25.6,TRUE
clx1011f97a47cc8bde4476,Superior University,superior-university,,,,Punjab,Lahore,PRIVATE,https://superior.edu.pk,https://superior.edu.pk/admissions,,,,,FALSE,TRUE,07:14.5,07:14.5,TRUE
clx1024332303cb82cb3542,University of Karachi,university-of-karachi,,,,Sindh,Karachi,PUBLIC,https://uok.edu.pk,https://uok.edu.pk/admission,,,,,FALSE,TRUE,07:35.0,07:35.0,TRUE
clx10c704c1bc062fc65f79,University of Gujrat (UOG) Rawalpindi Campus,university-of-gujrat-uog-rawalpindi-campus,,,,Punjab,Rawalpindi,PUBLIC,https://uog.edu.pk,https://admissions.uog.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx112ce367f927b4bae414,"Commecs Institute of Business and Emerging Sciences, Karachi",commecs-institute-of-business-and-emerging-sciences-karachi,,,,Sindh,Karachi,PRIVATE,https://commecs.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx1185f60468f395fb8b47,University of Kotli,university-of-kotli,,,,Azad Kashmir,Kotli,PUBLIC,https://uokajk.edu.pk,NULL,,,,,FALSE,TRUE,07:54.3,07:54.3,TRUE
clx11fe29293d1ce74cbd45,Institute of Business Management,institute-of-business-management,,,,Sindh,Karachi,PRIVATE,https://iobm.edu.pk,https://iobm.edu.pk/admissions,,,,,FALSE,TRUE,07:37.3,07:37.3,TRUE
clx1288cb883b3c5e4dbf17,NUR International University,nur-international-university,,,,Punjab,Lahore,PRIVATE,https://niu.edu.pk,NULL,,,,,FALSE,TRUE,07:15.9,07:15.9,TRUE
clx1291588e5838b2947bd1,"University of Kotli, AJ&K",university-of-kotli-ajk,,,,Azad Kashmir,Kotli,PUBLIC,https://uokajk.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx12b586306f7d7a4cc8e2,"Qurtuba University of Science & Information Technology, Peshawar Campus",qurtuba-university-of-science-information-technology-peshawar-campus,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://qurtuba.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx1314a412ee868806c833,"City University of Science and Information Technology, Peshawar",city-university-of-science-and-information-technology-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://www.cusit.edu.pk,NULL,,,,,FALSE,TRUE,07:00.3,07:00.3,TRUE
clx14a27cacdbdad7139a96,Benazir Bhutto Shaheed University,benazir-bhutto-shaheed-university,,,,Sindh,Karachi,PUBLIC,https://bbsul.edu.pk,NULL,,,,,FALSE,TRUE,07:41.5,07:41.5,TRUE
clx14d7acc0721b043ba7ab,"University of Lahore, Gujrat Campus",university-of-lahore-gujrat-campus,,,,Punjab,Gujrat,PRIVATE,https://uol.edu.pk,https://admissions.uol.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx163ab1b56376dc6177af,University of Larkano,university-of-larkano,,,,Sindh,Karachi,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:51.4,07:51.4,TRUE
clx1690f7772c16b215992e,University of Gwadar,university-of-gwadar,,,,Balochistan,Gwadar,PUBLIC,https://ugwadar.edu.pk,NULL,,,,,FALSE,TRUE,06:55.7,06:55.7,TRUE
clx16a47bf9b20698d44f66,University of Sahiwal,university-of-sahiwal,,,,Punjab,Sahiwal,PUBLIC,https://uosahiwal.edu.pk,NULL,,,,,FALSE,TRUE,07:30.1,07:30.1,TRUE
clx16e62a97c4d2d80301c9,"National Textile University (NTU), Faisalabad",national-textile-university-ntu-faisalabad,,,,Punjab,Faisalabad,PUBLIC,https://ntu.edu.pk,https://admissions.ntu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx17318d479ef081bf1032,"Riphah International University, Lahore",riphah-international-university-lahore,,,,Punjab,Lahore,PRIVATE,https://riphah.edu.pk,https://admission.riphah.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx17cef184ab66ee9e8c12,"Institute of Management Sciences, Lahore",institute-of-management-sciences-lahore,,,,Punjab,Lahore,PRIVATE,https://imsl.edu.pk,NULL,,,,,FALSE,TRUE,07:12.2,07:12.2,TRUE
clx189fd19b9620c4e2d373,University of Education,university-of-education,,,,Punjab,Lahore,PUBLIC,https://ue.edu.pk,https://ue.edu.pk/admission,,,,,FALSE,TRUE,07:13.6,07:13.6,TRUE
clx18a218e04b5667ab3198,"Riphah International University, Rawalpindi",riphah-international-university-rawalpindi,,,,Punjab,Rawalpindi,PRIVATE,https://riphah.edu.pk,https://admission.riphah.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx18d1c1a8e24d13bbc60a,"Institute of Space Technology, Islamabad",institute-of-space-technology-islamabad,,,,Islamabad,Islamabad,PUBLIC,https://ist.edu.pk,https://admissions.ist.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx18efe73c2fcc2bf69114,"Bahauddin Zakariya University, Lodhran",bahauddin-zakariya-university-lodhran,,,,Punjab,Lodhran,PUBLIC,https://bzu.edu.pk,https://admissions.bzu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx1911ed4284816681bbef,NFC Institute of Engineering and Technology,nfc-institute-of-engineering-and-technology,,,,Punjab,Multan,PUBLIC,https://nfciet.edu.pk,NULL,,,,,FALSE,TRUE,07:26.7,07:26.7,TRUE
clx191aaf85e6828638ab3d,Shaheed Benazir Bhutto Dewan University,shaheed-benazir-bhutto-dewan-university,,,,Sindh,Karachi,PRIVATE,https://dewan.edu.pk,NULL,,,,,FALSE,TRUE,07:43.6,07:43.6,TRUE
clx195361c8b6c2f544d12a,"Government College University Faisalabad (GCUF), Faisalabad",government-college-university-faisalabad-gcuf-faisalabad,,,,Punjab,Faisalabad,PUBLIC,https://hyderabad,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx19e86d6d700fcf09b6ac,University of Lakki Marwat,university-of-lakki-marwat,,,,Khyber Pakhtunkhwa,Lakki Marwat,PUBLIC,https://ulm.edu.pk,NULL,,,,,FALSE,TRUE,07:08.1,07:08.1,TRUE
clx1b76a72c8652744899cb,Dawood University of Engineering and Technology,dawood-university-of-engineering-and-technology,,,,Sindh,Karachi,PUBLIC,https://duet.edu.pk,https://duet.edu.pk/admission,,,,,FALSE,TRUE,07:35.6,07:35.6,TRUE
clx1be36416fbc3d7f6bc8a,National College of Arts,national-college-of-arts,,,,Punjab,Lahore,PUBLIC,https://www.nca.edu.pk,https://www.nca.edu.pk/admissions,,,,,FALSE,TRUE,07:10.3,07:10.3,TRUE
clx1f2f0e01d922e339d136,Fatima Jinnah Women University,fatima-jinnah-women-university,,,,Punjab,Lahore,PUBLIC,https://fjwu.edu.pk,https://fjwu.edu.pk/admission,,,,,FALSE,TRUE,07:20.0,07:20.0,TRUE
clx200ecdbcb8a8ceddf68e,"Hajvery University, Shiekhupura",hajvery-university-shiekhupura,,,,Punjab,Sheikhupura,PRIVATE,https://hu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2095a112b2096c351557,"KASB Institute of Technology, Karachi",kasb-institute-of-technology-karachi,,,,Sindh,Karachi,PRIVATE,https://kasbit.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx23b58e195709fc308bda,"COMSATS University Islamabad (CUI), Sahiwal",comsats-university-islamabad-cui-sahiwal,,,,Punjab,Sahiwal,PUBLIC,https://comsats.edu.pk,https://admissions.comsats.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx24e766e97615773eccfb,"University of Punjab, Jhelum Campus",university-of-punjab-jhelum-campus,,,,Punjab,Jhelum,PUBLIC,https://pu.edu.pk,https://admissions.pu.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx257979fef01aeafcc5a9,Shah Abdul Latif University,shah-abdul-latif-university,,,,Sindh,Khairpur,PUBLIC,https://salu.edu.pk,https://salu.edu.pk/admission,,,,,FALSE,TRUE,07:50.5,07:50.5,TRUE
clx257acd1a7cd953e04219,University of Jhang,university-of-jhang,,,,Punjab,Jhang,PUBLIC,https://uoj.edu.pk,NULL,,,,,FALSE,TRUE,07:30.6,07:30.6,TRUE
clx2637f45e39333efca19c,Karachi Institute of Technology & Entrepreneurship,karachi-institute-of-technology-entrepreneurship,,,,Sindh,Karachi,PRIVATE,https://kite.edu.pk,NULL,,,,,FALSE,TRUE,07:45.1,07:45.1,TRUE
clx26391f5cc78083c51f8c,"Sukkur IBA University, Kandhkot Campus",sukkur-iba-university-kandhkot-campus,,,,Punjab,Kandhkot,PUBLIC,https://iba-suk.edu.pk,https://admissions.iba-suk.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx26c488344534d4d1c380,"Balochistan University of Information Technology, Engineering and Management Sciences",balochistan-university-of-information-technology-engineering-and-management-sciences,,,,Balochistan,Quetta,PUBLIC,https://www.buitms.edu.pk,https://www.buitms.edu.pk/admissions,,,,,FALSE,TRUE,06:54.7,06:54.7,TRUE
clx26d17595a04379a08f4e,"Federal Urdu University of Arts, Science and Technology",federal-urdu-university-of-arts-science-and-technology,,,,Islamabad,Islamabad,PUBLIC,https://www.fuuast.edu.pk,https://www.fuuast.edu.pk/admission,,,,,FALSE,TRUE,06:50.1,06:50.1,TRUE
clx282298c8539623d6be44,"University of the Poonch, Rawalakot",university-of-the-poonch-rawalakot,,,,Azad Kashmir,Rawalakot,PUBLIC,https://upr.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx29142c85adf569e747e8,"Capital University of Science and Technology (CUST), Islamabad",capital-university-of-science-and-technology-cust-islamabad,,,,Islamabad,Islamabad,PRIVATE,https://cust.edu.pk,https://admissions.cust.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx29885be929932eed5706,Abasyn University Peshawar,abasyn-university-peshawar,,,,Khyber Pakhtunkhwa,Peshawar,PRIVATE,https://abasyn.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2991c3c5f04ff3d910ff,"Bait-us-Salam, Karachi",bait-us-salam-karachi,,,,Sindh,Karachi,PUBLIC,https://N/A - part of Sindh govt health institutes,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2a4f033aeea565d02b40,Government Viqar-un-Nisa Women University,government-viqar-un-nisa-women-university,,,,Punjab,Lahore,PUBLIC,NULL,NULL,,,,,FALSE,TRUE,07:20.9,07:20.9,TRUE
clx2a770d8921068e366a0d,"International Institute of Science, Art and Technology",international-institute-of-science-art-and-technology,,,,Punjab,Gujranwala,PRIVATE,NULL,NULL,,,,,FALSE,TRUE,07:24.6,07:24.6,TRUE
clx2ac8befdcba65989d8df,Balochistan University of Engineering and Technology,balochistan-university-of-engineering-and-technology,,,,Balochistan,Khuzdar,PUBLIC,https://buetk.edu.pk,NULL,,,,,FALSE,TRUE,06:56.3,06:56.3,TRUE
clx2b99929d89ca3c35d1bc,"University of Azad Jammu and Kashmir, Muzaffarabad",university-of-azad-jammu-and-kashmir-muzaffarabad,,,,Azad Kashmir,Muzaffarabad,PUBLIC,https://ajku.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2cd2c84c923ca1095bab,University of Central Punjab,university-of-central-punjab,,,,Punjab,Lahore,PRIVATE,https://ucp.edu.pk,https://admissions.ucp.edu.pk,,,,,FALSE,TRUE,07:13.1,07:13.1,TRUE
clx2cf8d4ec56984e8a2140,Global Institute Lahore,global-institute-lahore,,,,Punjab,Lahore,PRIVATE,https://gilahore.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2d0c4b2b9bb32cdee317,"University of Agriculture, Mardan",university-of-agriculture-mardan,,,,Khyber Pakhtunkhwa,Mardan,PUBLIC,https://aup.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2dc445355ccbd590f44a,"Balochistan University of Engineering and Technology, BUET, Khuzdar Campus",balochistan-university-of-engineering-and-technology-buet-khuzdar-campus,,,,Balochistan,Khuzdar,PUBLIC,https://buetk.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2dce66e7cea70d2e90eb,DHA Suffa University,dha-suffa-university,,,,Sindh,Karachi,PRIVATE,https://dsu.edu.pk,https://dsu.edu.pk/admissions,,,,,FALSE,TRUE,07:42.5,07:42.5,TRUE
clx2df195091e19e6949d9d,Shifa Tameer-e-Millat University,shifa-tameer-e-millat-university,,,,Islamabad,Islamabad,PRIVATE,https://stmu.edu.pk,https://stmu.edu.pk/admissions,,,,,FALSE,TRUE,06:51.9,06:51.9,TRUE
clx2e3581d3d1bb13525605,"University of Engineering and Technology Peshawar, Bannu",university-of-engineering-and-technology-peshawar-bannu,,,,Khyber Pakhtunkhwa,Bannu,PUBLIC,,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2ee2ab617e0b62823d7d,"Ghulam Ishaq Khan Institute of Engineering Sciences and Technology, Topi",ghulam-ishaq-khan-institute-of-engineering-sciences-and-technology-topi,,,,Khyber Pakhtunkhwa,Swabi,PRIVATE,https://giki.edu.pk,https://admissions.giki.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2f20b11d90794fcb3830,"Forman Christian College, Lahore",forman-christian-college-lahore,,,,Punjab,Lahore,PRIVATE,https://fccollege.edu.pk,https://admissions.fccollege.edu.pk,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2f8a4b766f5c07ce673a,Mehran University of Engineering and Technology,mehran-university-of-engineering-and-technology,,,,Sindh,Karachi,PUBLIC,https://muet.edu.pk,https://admission.muet.edu.pk,,,,,FALSE,TRUE,07:47.3,07:47.3,TRUE
clx2fa3776f7ed17abf7589,Sindh Madressatul Islam University,sindh-madressatul-islam-university,,,,Sindh,Karachi,PUBLIC,https://smiu.edu.pk,https://smiu.edu.pk/admission,,,,,FALSE,TRUE,07:34.3,07:34.3,TRUE
clx2faa4765544a6cad5aeb,University of Turbat,university-of-turbat,,,,Balochistan,Turbat,PUBLIC,https://uot.edu.pk,NULL,,,,,FALSE,TRUE,06:55.3,06:55.3,TRUE
clx2fcaf3040e49bae69d65,"Jinnah Sindh Medical University (JSMU), Karachi",jinnah-sindh-medical-university-jsmu-karachi,,,,Sindh,Karachi,PUBLIC,https://jsmu.edu.pk,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx2ff627087a74590108b3,"University of Engineering and Technology Lahore, Narowal",university-of-engineering-and-technology-lahore-narowal,,,,Punjab,Narowal,PUBLIC,,,,,,,FALSE,TRUE,39:56.9,39:56.9,TRUE
clx30180b12c54b4437caad,Information Technology University of the Punjab,information-technology-university-of-the-punjab,,,,Punjab,Lahore,PUBLIC,https://itu.edu.pk,https://admissions.itu.edu.pk,,,,,FALSE,TRUE,07:15.2,07:15.2,TRUE
